_c0,ts,open,high,low,close,volume,ts_readable,ma_50_raw,ma_50,prev_close,prev_ma50,buy_signal
12969,1736467740000,185.38,185.74,185.38,185.6,2189.041,2025-01-10 05:39:00,185.1864,185.1864,185.39,185.19159999999997,0
12970,1736467800000,185.59,186.2,185.53,186.09,2628.811,2025-01-10 05:40:00,185.188,185.188,185.6,185.1864,0
12971,1736467860000,186.08,186.49,186.03,186.41,4444.29,2025-01-10 05:41:00,185.1952,185.1952,186.09,185.188,0
12972,1736467920000,186.41,186.63,186.37,186.57,3306.249,2025-01-10 05:42:00,185.21200000000002,185.21200000000002,186.41,185.1952,0
12973,1736467980000,186.57,186.66,186.34,186.34,1311.321,2025-01-10 05:43:00,185.2236,185.2236,186.57,185.21200000000002,0
12974,1736468040000,186.33,186.47,186.29,186.37,1254.308,2025-01-10 05:44:00,185.23640000000003,185.23640000000003,186.34,185.2236,0
12975,1736468100000,186.36,186.41,186.21,186.37,1418.659,2025-01-10 05:45:00,185.24940000000007,185.24940000000007,186.37,185.23640000000003,0
12976,1736468160000,186.37,186.77,186.35,186.73,989.258,2025-01-10 05:46:00,185.27540000000005,185.27540000000005,186.37,185.24940000000007,0
12977,1736468220000,186.73,186.88,186.72,186.78,1802.877,2025-01-10 05:47:00,185.30640000000005,185.30640000000005,186.73,185.27540000000005,0
12978,1736468280000,186.79,186.84,186.59,186.65,1331.67,2025-01-10 05:48:00,185.33900000000003,185.33900000000003,186.78,185.30640000000005,0
12979,1736468340000,186.64,186.68,186.41,186.41,1416.63,2025-01-10 05:49:00,185.3656,185.3656,186.65,185.33900000000003,0
12980,1736468400000,186.4,186.78,186.34,186.78,2004.177,2025-01-10 05:50:00,185.3934,185.3934,186.41,185.3656,0
12981,1736468460000,186.78,186.92,186.39,186.39,1311.317,2025-01-10 05:51:00,185.41899999999998,185.41899999999998,186.78,185.3934,0
12982,1736468520000,186.39,186.47,186.21,186.22,1511.23,2025-01-10 05:52:00,185.4406,185.4406,186.39,185.41899999999998,0
12983,1736468580000,186.22,186.27,186.01,186.07,827.55,2025-01-10 05:53:00,185.45799999999997,185.45799999999997,186.22,185.4406,0
12984,1736468640000,186.06,186.2,185.87,185.89,2023.55,2025-01-10 05:54:00,185.47079999999994,185.47079999999994,186.07,185.45799999999997,0
12985,1736468700000,185.88,185.88,185.69,185.73,2103.85,2025-01-10 05:55:00,185.47859999999994,185.47859999999994,185.89,185.47079999999994,0
12986,1736468760000,185.74,185.92,185.74,185.85,1926.746,2025-01-10 05:56:00,185.4895999999999,185.4895999999999,185.73,185.47859999999994,0
12987,1736468820000,185.85,186.03,185.78,186.03,992.599,2025-01-10 05:57:00,185.5074,185.5074,185.85,185.4895999999999,0
12988,1736468880000,186.02,186.06,185.84,185.85,1047.944,2025-01-10 05:58:00,185.5296,185.5296,186.03,185.5074,0
12989,1736468940000,185.85,185.96,185.8,185.93,1039.879,2025-01-10 05:59:00,185.5524,185.5524,185.85,185.5296,0
12990,1736469000000,185.94,186.43,185.93,186.26,1016.838,2025-01-10 06:00:00,185.57660000000004,185.57660000000004,185.93,185.5524,0
12991,1736469060000,186.25,186.45,186.23,186.36,3703.035,2025-01-10 06:01:00,185.6086,185.6086,186.26,185.57660000000004,0
12992,1736469120000,186.36,186.39,186.19,186.3,1329.379,2025-01-10 06:02:00,185.6388,185.6388,186.36,185.6086,0
12993,1736469180000,186.3,186.36,185.91,185.91,3687.185,2025-01-10 06:03:00,185.6632,185.6632,186.3,185.6388,0
12994,1736469240000,185.91,186.02,185.73,186.02,1295.559,2025-01-10 06:04:00,185.692,185.692,185.91,185.6632,0
12995,1736469300000,186.02,186.04,185.73,185.94,5058.26,2025-01-10 06:05:00,185.718,185.718,186.02,185.692,0
12996,1736469360000,185.94,186.12,185.82,186.08,1281.691,2025-01-10 06:06:00,185.752,185.752,185.94,185.718,0
12997,1736469420000,186.08,186.41,186.04,186.4,1176.886,2025-01-10 06:07:00,185.78779999999998,185.78779999999998,186.08,185.752,0
12998,1736469480000,186.4,186.76,186.39,186.61,1486.591,2025-01-10 06:08:00,185.8268,185.8268,186.4,185.78779999999998,0
12999,1736469540000,186.61,186.7,186.53,186.69,1077.829,2025-01-10 06:09:00,185.8702,185.8702,186.61,185.8268,0
13000,1736469600000,186.69,186.77,186.54,186.77,795.48,2025-01-10 06:10:00,185.91060000000002,185.91060000000002,186.69,185.8702,0
13001,1736469660000,186.77,186.77,186.5,186.57,2348.717,2025-01-10 06:11:00,185.94680000000005,185.94680000000005,186.77,185.91060000000002,0
13002,1736469720000,186.57,186.68,186.53,186.63,786.363,2025-01-10 06:12:00,185.97600000000003,185.97600000000003,186.57,185.94680000000005,0
13003,1736469780000,186.62,186.78,186.6,186.76,1426.031,2025-01-10 06:13:00,186.0102,186.0102,186.63,185.97600000000003,0
13004,1736469840000,186.77,186.81,186.61,186.63,1994.917,2025-01-10 06:14:00,186.04459999999995,186.04459999999995,186.76,186.0102,0
13005,1736469900000,186.64,186.64,186.22,186.24,2623.88,2025-01-10 06:15:00,186.07079999999993,186.07079999999993,186.63,186.04459999999995,0
13006,1736469960000,186.25,186.42,186.18,186.18,1205.914,2025-01-10 06:16:00,186.0948,186.0948,186.24,186.07079999999993,0
13007,1736470020000,186.19,186.19,185.99,186.06,2163.877,2025-01-10 06:17:00,186.11559999999997,186.11559999999997,186.18,186.0948,0
13008,1736470080000,186.06,186.17,186.01,186.08,881.984,2025-01-10 06:18:00,186.13339999999997,186.13339999999997,186.06,186.11559999999997,0
13009,1736470140000,186.09,186.29,186.02,186.24,1945.418,2025-01-10 06:19:00,186.15919999999997,186.15919999999997,186.08,186.13339999999997,1
13010,1736470200000,186.24,186.38,186.18,186.24,745.395,2025-01-10 06:20:00,186.1702,186.1702,186.24,186.15919999999997,0
13011,1736470260000,186.24,186.65,186.24,186.64,1198.446,2025-01-10 06:21:00,186.19119999999995,186.19119999999995,186.24,186.1702,0
13012,1736470320000,186.64,187.0,186.63,186.9,3045.523,2025-01-10 06:22:00,186.21599999999995,186.21599999999995,186.64,186.19119999999995,0
13013,1736470380000,186.89,186.99,186.83,186.95,1619.21,2025-01-10 06:23:00,186.24719999999996,186.24719999999996,186.9,186.21599999999995,0
13014,1736470440000,186.95,186.95,186.51,186.53,1784.929,2025-01-10 06:24:00,186.27020000000002,186.27020000000002,186.95,186.24719999999996,0
13015,1736470500000,186.53,186.68,186.52,186.54,586.136,2025-01-10 06:25:00,186.28960000000004,186.28960000000004,186.53,186.27020000000002,0
13016,1736470560000,186.55,186.64,186.38,186.38,795.569,2025-01-10 06:26:00,186.3016,186.3016,186.54,186.28960000000004,0
13017,1736470620000,186.37,186.49,186.34,186.47,511.447,2025-01-10 06:27:00,186.3166,186.3166,186.38,186.3016,0
13018,1736470680000,186.48,186.5,186.26,186.26,1151.067,2025-01-10 06:28:00,186.334,186.334,186.47,186.3166,0
13019,1736470740000,186.26,186.46,186.19,186.41,1738.492,2025-01-10 06:29:00,186.3502,186.3502,186.26,186.334,1
13020,1736470800000,186.41,186.53,186.31,186.52,1030.341,2025-01-10 06:30:00,186.35879999999997,186.35879999999997,186.41,186.3502,0
13021,1736470860000,186.52,186.63,186.45,186.63,580.997,2025-01-10 06:31:00,186.36319999999995,186.36319999999995,186.52,186.35879999999997,0
13022,1736470920000,186.62,186.77,186.55,186.61,2297.365,2025-01-10 06:32:00,186.36399999999995,186.36399999999995,186.63,186.36319999999995,0
13023,1736470980000,186.61,186.77,186.58,186.69,976.367,2025-01-10 06:33:00,186.37099999999998,186.37099999999998,186.61,186.36399999999995,0
13024,1736471040000,186.69,186.95,186.69,186.95,3739.187,2025-01-10 06:34:00,186.38260000000002,186.38260000000002,186.69,186.37099999999998,0
13025,1736471100000,186.94,186.94,186.57,186.65,2675.496,2025-01-10 06:35:00,186.38820000000004,186.38820000000004,186.95,186.38260000000002,0
13026,1736471160000,186.64,186.81,186.64,186.74,991.076,2025-01-10 06:36:00,186.3884,186.3884,186.65,186.38820000000004,0
13027,1736471220000,186.73,186.73,186.39,186.52,2119.58,2025-01-10 06:37:00,186.38320000000004,186.38320000000004,186.74,186.3884,0
13028,1736471280000,186.52,186.52,186.0,186.03,1401.628,2025-01-10 06:38:00,186.37080000000006,186.37080000000006,186.52,186.38320000000004,0
13029,1736471340000,186.04,186.13,185.83,185.84,1074.894,2025-01-10 06:39:00,186.35940000000002,186.35940000000002,186.03,186.37080000000006,0
13030,1736471400000,185.84,186.12,185.77,186.1,1940.749,2025-01-10 06:40:00,186.34580000000003,186.34580000000003,185.84,186.35940000000002,0
13031,1736471460000,186.09,186.18,185.95,185.95,1408.821,2025-01-10 06:41:00,186.33700000000005,186.33700000000005,186.1,186.34580000000003,0
13032,1736471520000,185.95,186.25,185.86,186.24,1151.04,2025-01-10 06:42:00,186.33740000000006,186.33740000000006,185.95,186.33700000000005,0
13033,1736471580000,186.25,186.66,186.2,186.56,1854.997,2025-01-10 06:43:00,186.34720000000002,186.34720000000002,186.24,186.33740000000006,1
13034,1736471640000,186.57,186.79,186.57,186.74,1342.21,2025-01-10 06:44:00,186.3642,186.3642,186.56,186.34720000000002,0
13035,1736471700000,186.74,187.18,186.71,187.04,4837.532,2025-01-10 06:45:00,186.3904,186.3904,186.74,186.3642,0
13036,1736471760000,187.03,187.04,186.64,186.64,824.139,2025-01-10 06:46:00,186.40619999999998,186.40619999999998,187.04,186.3904,0
13037,1736471820000,186.63,186.7,186.4,186.53,1510.27,2025-01-10 06:47:00,186.4162,186.4162,186.64,186.40619999999998,0
13038,1736471880000,186.54,186.83,186.54,186.66,1407.909,2025-01-10 06:48:00,186.43239999999997,186.43239999999997,186.53,186.4162,0
13039,1736471940000,186.67,186.74,186.37,186.44,2865.669,2025-01-10 06:49:00,186.44259999999997,186.44259999999997,186.66,186.43239999999997,0
13040,1736472000000,186.44,186.44,185.84,185.89,1978.906,2025-01-10 06:50:00,186.4352,186.4352,186.44,186.44259999999997,0
13041,1736472060000,185.88,186.18,185.87,185.88,1237.531,2025-01-10 06:51:00,186.42559999999997,186.42559999999997,185.89,186.4352,0
13042,1736472120000,185.88,186.09,185.85,185.96,891.613,2025-01-10 06:52:00,186.41879999999995,186.41879999999995,185.88,186.42559999999997,0
13043,1736472180000,185.95,185.98,185.79,185.87,1055.207,2025-01-10 06:53:00,186.418,186.418,185.96,186.41879999999995,0
13044,1736472240000,185.88,185.97,185.77,185.92,719.567,2025-01-10 06:54:00,186.41599999999994,186.41599999999994,185.87,186.418,0
13045,1736472300000,185.93,186.46,185.93,186.31,1873.945,2025-01-10 06:55:00,186.42339999999993,186.42339999999993,185.92,186.41599999999994,0
13046,1736472360000,186.32,186.6,186.32,186.59,1142.452,2025-01-10 06:56:00,186.43359999999993,186.43359999999993,186.31,186.42339999999993,1
13047,1736472420000,186.59,186.6,186.35,186.4,628.335,2025-01-10 06:57:00,186.43359999999996,186.43359999999996,186.59,186.43359999999993,0
13048,1736472480000,186.4,186.4,186.04,186.05,1641.189,2025-01-10 06:58:00,186.42239999999998,186.42239999999998,186.4,186.43359999999996,0
13049,1736472540000,186.05,186.31,186.03,186.11,1020.272,2025-01-10 06:59:00,186.41079999999994,186.41079999999994,186.05,186.42239999999998,0
13050,1736472600000,186.1,186.2,185.92,185.94,1241.869,2025-01-10 07:00:00,186.39419999999998,186.39419999999998,186.11,186.41079999999994,0
13051,1736472660000,185.94,186.01,185.9,185.92,1233.792,2025-01-10 07:01:00,186.38119999999998,186.38119999999998,185.94,186.39419999999998,0
13052,1736472720000,185.92,186.36,185.91,186.34,1238.698,2025-01-10 07:02:00,186.3754,186.3754,185.92,186.38119999999998,0
13053,1736472780000,186.35,186.41,186.06,186.16,1973.657,2025-01-10 07:03:00,186.36340000000004,186.36340000000004,186.34,186.3754,0
13054,1736472840000,186.16,186.34,186.13,186.27,899.86,2025-01-10 07:04:00,186.35620000000003,186.35620000000003,186.16,186.36340000000004,0
13055,1736472900000,186.27,186.55,186.14,186.48,3227.949,2025-01-10 07:05:00,186.36100000000002,186.36100000000002,186.27,186.35620000000003,1
13056,1736472960000,186.48,186.85,186.46,186.67,2274.704,2025-01-10 07:06:00,186.37080000000003,186.37080000000003,186.48,186.36100000000002,0
13057,1736473020000,186.66,186.66,186.27,186.52,1408.593,2025-01-10 07:07:00,186.38,186.38,186.67,186.37080000000003,0
13058,1736473080000,186.53,186.85,186.52,186.81,2816.597,2025-01-10 07:08:00,186.3946,186.3946,186.52,186.38,0
13059,1736473140000,186.8,186.87,186.56,186.82,2959.85,2025-01-10 07:09:00,186.4062,186.4062,186.81,186.3946,0
13060,1736473200000,186.82,187.1,186.74,187.09,988.541,2025-01-10 07:10:00,186.4232,186.4232,186.82,186.4062,0
13061,1736473260000,187.09,187.57,186.91,187.42,6916.732,2025-01-10 07:11:00,186.43880000000001,186.43880000000001,187.09,186.4232,0
13062,1736473320000,187.42,187.86,187.41,187.73,3970.722,2025-01-10 07:12:00,186.45539999999997,186.45539999999997,187.42,186.43880000000001,0
13063,1736473380000,187.74,187.88,187.5,187.5,2242.979,2025-01-10 07:13:00,186.4664,186.4664,187.73,186.45539999999997,0
13064,1736473440000,187.5,187.85,187.32,187.81,1922.72,2025-01-10 07:14:00,186.49200000000002,186.49200000000002,187.5,186.4664,0
13065,1736473500000,187.81,188.08,187.79,187.82,4087.424,2025-01-10 07:15:00,186.51760000000002,186.51760000000002,187.81,186.49200000000002,0
13066,1736473560000,187.81,187.85,187.42,187.42,1737.748,2025-01-10 07:16:00,186.5384,186.5384,187.82,186.51760000000002,0
13067,1736473620000,187.42,187.57,187.23,187.23,3653.33,2025-01-10 07:17:00,186.55359999999996,186.55359999999996,187.42,186.5384,0
13068,1736473680000,187.23,187.25,186.83,186.96,3107.314,2025-01-10 07:18:00,186.56759999999997,186.56759999999997,187.23,186.55359999999996,0
13069,1736473740000,186.97,187.15,186.89,187.11,1390.751,2025-01-10 07:19:00,186.58159999999995,186.58159999999995,186.96,186.56759999999997,0
13070,1736473800000,187.11,187.22,186.96,187.08,1540.508,2025-01-10 07:20:00,186.59279999999998,186.59279999999998,187.11,186.58159999999995,0
13071,1736473860000,187.08,187.24,186.99,187.12,1600.496,2025-01-10 07:21:00,186.60260000000002,186.60260000000002,187.08,186.59279999999998,0
13072,1736473920000,187.12,187.28,187.04,187.28,902.869,2025-01-10 07:22:00,186.616,186.616,187.12,186.60260000000002,0
13073,1736473980000,187.29,187.4,187.17,187.27,882.453,2025-01-10 07:23:00,186.62760000000003,186.62760000000003,187.28,186.616,0
13074,1736474040000,187.26,187.39,187.17,187.17,1742.413,2025-01-10 07:24:00,186.632,186.632,187.27,186.62760000000003,0
13075,1736474100000,187.18,187.24,187.06,187.24,1190.378,2025-01-10 07:25:00,186.64380000000006,186.64380000000006,187.17,186.632,0
13076,1736474160000,187.24,187.48,187.24,187.37,1581.651,2025-01-10 07:26:00,186.65640000000002,186.65640000000002,187.24,186.64380000000006,0
13077,1736474220000,187.38,187.7,187.38,187.52,1621.238,2025-01-10 07:27:00,186.67640000000003,186.67640000000003,187.37,186.65640000000002,0
13078,1736474280000,187.52,187.84,187.52,187.66,2576.263,2025-01-10 07:28:00,186.70900000000006,186.70900000000006,187.52,186.67640000000003,0
13079,1736474340000,187.67,187.72,187.51,187.56,1586.74,2025-01-10 07:29:00,186.7434,186.7434,187.66,186.70900000000006,0
13080,1736474400000,187.55,187.8,187.53,187.79,2103.717,2025-01-10 07:30:00,186.77720000000002,186.77720000000002,187.56,186.7434,0
13081,1736474460000,187.79,187.98,187.69,187.91,1592.11,2025-01-10 07:31:00,186.81640000000007,186.81640000000007,187.79,186.77720000000002,0
13082,1736474520000,187.9,188.38,187.9,188.24,3440.082,2025-01-10 07:32:00,186.85640000000004,186.85640000000004,187.91,186.81640000000007,0
13083,1736474580000,188.25,188.5,188.2,188.2,1327.628,2025-01-10 07:33:00,186.88920000000002,186.88920000000002,188.24,186.85640000000004,0
13084,1736474640000,188.2,188.42,188.11,188.25,4029.538,2025-01-10 07:34:00,186.91940000000002,186.91940000000002,188.2,186.88920000000002,0
13085,1736474700000,188.24,188.59,188.22,188.57,1253.968,2025-01-10 07:35:00,186.95000000000005,186.95000000000005,188.25,186.91940000000002,0
13086,1736474760000,188.57,188.66,188.37,188.37,1769.987,2025-01-10 07:36:00,186.98460000000003,186.98460000000003,188.57,186.95000000000005,0
13087,1736474820000,188.38,188.65,188.35,188.54,2081.384,2025-01-10 07:37:00,187.02480000000003,187.02480000000003,188.37,186.98460000000003,0
13088,1736474880000,188.53,188.65,188.31,188.36,2845.747,2025-01-10 07:38:00,187.05880000000005,187.05880000000005,188.54,187.02480000000003,0
13089,1736474940000,188.36,188.62,188.36,188.43,1331.877,2025-01-10 07:39:00,187.09860000000003,187.09860000000003,188.36,187.05880000000005,0
13090,1736475000000,188.44,188.44,187.87,187.93,1852.91,2025-01-10 07:40:00,187.13940000000005,187.13940000000005,188.43,187.09860000000003,0
13091,1736475060000,187.93,188.0,187.8,187.85,1206.459,2025-01-10 07:41:00,187.17880000000008,187.17880000000008,187.93,187.13940000000005,0
13092,1736475120000,187.85,187.9,187.71,187.79,3089.8,2025-01-10 07:42:00,187.21540000000005,187.21540000000005,187.85,187.17880000000008,0
13093,1736475180000,187.8,188.05,187.79,187.9,1584.185,2025-01-10 07:43:00,187.25600000000003,187.25600000000003,187.79,187.21540000000005,0
13094,1736475240000,187.89,187.9,187.69,187.75,2078.576,2025-01-10 07:44:00,187.29260000000002,187.29260000000002,187.9,187.25600000000003,0
13095,1736475300000,187.75,187.84,187.66,187.74,1361.821,2025-01-10 07:45:00,187.32119999999998,187.32119999999998,187.75,187.29260000000002,0
13096,1736475360000,187.75,187.89,187.53,187.58,2688.646,2025-01-10 07:46:00,187.34099999999998,187.34099999999998,187.74,187.32119999999998,0
13097,1736475420000,187.58,187.71,187.51,187.59,2475.601,2025-01-10 07:47:00,187.3648,187.3648,187.58,187.34099999999998,0
13098,1736475480000,187.58,187.72,187.47,187.54,3682.91,2025-01-10 07:48:00,187.39460000000003,187.39460000000003,187.59,187.3648,0
13099,1736475540000,187.54,187.55,187.39,187.5,1767.682,2025-01-10 07:49:00,187.4224,187.4224,187.54,187.39460000000003,0
13100,1736475600000,187.5,187.6,187.39,187.59,1023.103,2025-01-10 07:50:00,187.4554,187.4554,187.5,187.4224,0
13101,1736475660000,187.58,187.99,187.58,187.87,1366.065,2025-01-10 07:51:00,187.49440000000007,187.49440000000007,187.59,187.4554,0
13102,1736475720000,187.86,188.12,187.85,188.04,1018.519,2025-01-10 07:52:00,187.52840000000003,187.52840000000003,187.87,187.49440000000007,0
13103,1736475780000,188.04,188.15,187.86,187.86,974.259,2025-01-10 07:53:00,187.56240000000005,187.56240000000005,188.04,187.52840000000003,0
13104,1736475840000,187.85,187.85,187.66,187.66,3003.346,2025-01-10 07:54:00,187.59020000000004,187.59020000000004,187.86,187.56240000000005,0
13105,1736475900000,187.66,187.9,187.63,187.79,977.088,2025-01-10 07:55:00,187.61640000000003,187.61640000000003,187.66,187.59020000000004,0
13106,1736475960000,187.79,188.16,187.79,188.08,1282.996,2025-01-10 07:56:00,187.64460000000005,187.64460000000005,187.79,187.61640000000003,0
13107,1736476020000,188.07,188.35,188.07,188.35,1265.587,2025-01-10 07:57:00,187.68120000000002,187.68120000000002,188.08,187.64460000000005,0
13108,1736476080000,188.36,188.55,188.36,188.49,1400.032,2025-01-10 07:58:00,187.7148,187.7148,188.35,187.68120000000002,0
13109,1736476140000,188.5,188.97,188.48,188.92,1720.425,2025-01-10 07:59:00,187.7568,187.7568,188.49,187.7148,0
13110,1736476200000,188.91,188.97,188.63,188.63,2258.264,2025-01-10 08:00:00,187.7876,187.7876,188.92,187.7568,0
13111,1736476260000,188.62,189.31,188.6,189.13,2809.651,2025-01-10 08:01:00,187.82179999999994,187.82179999999994,188.63,187.7876,0
13112,1736476320000,189.12,189.38,189.09,189.36,1543.627,2025-01-10 08:02:00,187.85439999999994,187.85439999999994,189.13,187.82179999999994,0
13113,1736476380000,189.37,189.37,189.11,189.33,1866.166,2025-01-10 08:03:00,187.8909999999999,187.8909999999999,189.36,187.85439999999994,0
13114,1736476440000,189.33,189.41,189.14,189.14,1435.017,2025-01-10 08:04:00,187.9176,187.9176,189.33,187.8909999999999,0
13115,1736476500000,189.14,189.23,189.02,189.06,3312.846,2025-01-10 08:05:00,187.94239999999994,187.94239999999994,189.14,187.9176,0
13116,1736476560000,189.05,189.13,188.89,188.92,2682.615,2025-01-10 08:06:00,187.97239999999994,187.97239999999994,189.06,187.94239999999994,0
13117,1736476620000,188.92,189.07,188.86,188.98,1496.989,2025-01-10 08:07:00,188.0074,188.0074,188.92,187.97239999999994,0
13118,1736476680000,188.97,188.98,188.76,188.98,1546.305,2025-01-10 08:08:00,188.04779999999994,188.04779999999994,188.98,188.0074,0
13119,1736476740000,188.98,189.07,188.81,188.82,1840.657,2025-01-10 08:09:00,188.08199999999994,188.08199999999994,188.98,188.04779999999994,0
13120,1736476800000,188.82,188.82,188.66,188.66,1664.454,2025-01-10 08:10:00,188.11359999999993,188.11359999999993,188.82,188.08199999999994,0
13121,1736476860000,188.66,188.72,188.39,188.55,2712.383,2025-01-10 08:11:00,188.14219999999995,188.14219999999995,188.66,188.11359999999993,0
13122,1736476920000,188.56,188.73,188.56,188.63,1590.783,2025-01-10 08:12:00,188.16919999999993,188.16919999999993,188.55,188.14219999999995,0
13123,1736476980000,188.64,188.64,188.39,188.53,2237.886,2025-01-10 08:13:00,188.19439999999994,188.19439999999994,188.63,188.16919999999993,0
13124,1736477040000,188.53,188.53,188.41,188.47,1056.575,2025-01-10 08:14:00,188.22039999999993,188.22039999999993,188.53,188.19439999999994,0
13125,1736477100000,188.47,188.84,188.46,188.78,1381.918,2025-01-10 08:15:00,188.25119999999995,188.25119999999995,188.47,188.22039999999993,0
13126,1736477160000,188.78,189.06,188.78,188.97,1765.291,2025-01-10 08:16:00,188.28319999999997,188.28319999999997,188.78,188.25119999999995,0
13127,1736477220000,188.98,189.17,188.98,189.06,989.696,2025-01-10 08:17:00,188.31399999999994,188.31399999999994,188.97,188.28319999999997,0
13128,1736477280000,189.07,189.07,188.71,188.71,1261.528,2025-01-10 08:18:00,188.33499999999992,188.33499999999992,189.06,188.31399999999994,0
13129,1736477340000,188.71,188.97,188.71,188.8,2115.547,2025-01-10 08:19:00,188.35979999999992,188.35979999999992,188.71,188.33499999999992,0
13130,1736477400000,188.79,188.88,188.74,188.87,1215.229,2025-01-10 08:20:00,188.38139999999996,188.38139999999996,188.8,188.35979999999992,0
13131,1736477460000,188.87,188.87,188.54,188.55,1370.053,2025-01-10 08:21:00,188.39419999999996,188.39419999999996,188.87,188.38139999999996,0
